nurse_id,role,date,day_index,shift_type,hours,premium_pct,cost_dkk
N016,RN,2025-10-05,7,Day,8.0,47.0,1945.104
N024,SoSu,2025-10-05,7,Day,8.0,47.0,1667.0975999999998
N027,SoSu,2025-10-05,7,Day,8.0,47.0,1867.488
N001,SoSu,2025-10-05,7,Evening,8.0,47.0,1710.6096
N009,SoSu,2025-10-05,7,Evening,8.0,47.0,1766.8224
N017,RN,2025-10-05,7,Evening,8.0,47.0,1966.86
N022,RN,2025-10-05,7,Evening,8.0,47.0,1916.0568
N029,RN,2025-10-05,7,Evening,8.0,47.0,1901.5919999999999
N003,RN,2025-10-05,7,Night,8.0,47.0,2017.5456
N011,RN,2025-10-05,7,Night,8.0,47.0,2028.3647999999998
N020,RN,2025-10-05,7,Night,8.0,47.0,2017.5456
N010,RN,2025-10-06,8,Day,8.0,0.0,1600.4
N013,RN,2025-10-06,8,Day,8.0,0.0,1558.32
N018,RN,2025-10-06,8,Day,8.0,0.0,1397.12
N019,RN,2025-10-06,8,Day,8.0,0.0,1537.28
N021,RN,2025-10-06,8,Day,8.0,0.0,1477.68
N026,RN,2025-10-06,8,Day,8.0,0.0,1632.0
N028,RN,2025-10-06,8,Day,8.0,0.0,1458.72
N030,RN,2025-10-06,8,Day,8.0,0.0,1461.2
N001,SoSu,2025-10-06,8,Evening,8.0,20.0,1396.416
N007,RN,2025-10-06,8,Evening,8.0,20.0,1581.888
N009,SoSu,2025-10-06,8,Evening,8.0,20.0,1442.304
N014,RN,2025-10-06,8,Evening,8.0,20.0,1638.048
N017,RN,2025-10-06,8,Evening,8.0,20.0,1605.6
N016,RN,2025-10-06,8,Night,8.0,32.8125,1757.375
N022,RN,2025-10-06,8,Night,8.0,32.8125,1731.1312500000001
N024,SoSu,2025-10-06,8,Night,8.0,32.8125,1506.1999999999998
N012,RN,2025-10-07,9,Day,8.0,0.0,1397.12
N013,RN,2025-10-07,9,Day,8.0,0.0,1558.32
N018,RN,2025-10-07,9,Day,8.0,0.0,1397.12
N019,RN,2025-10-07,9,Day,8.0,0.0,1537.28
N021,RN,2025-10-07,9,Day,8.0,0.0,1477.68
N025,RN,2025-10-07,9,Day,8.0,0.0,1463.6
N026,RN,2025-10-07,9,Day,8.0,0.0,1632.0
N027,SoSu,2025-10-07,9,Day,8.0,0.0,1270.4
N001,SoSu,2025-10-07,9,Evening,8.0,20.0,1396.416
N003,RN,2025-10-07,9,Evening,8.0,20.0,1646.9759999999999
N005,SoSu,2025-10-07,9,Evening,8.0,20.0,1333.2479999999998
N017,RN,2025-10-07,9,Evening,8.0,20.0,1605.6
N020,RN,2025-10-07,9,Evening,8.0,20.0,1646.9759999999999
N009,SoSu,2025-10-07,9,Night,8.0,32.8125,1596.3000000000002
N016,RN,2025-10-07,9,Night,8.0,32.8125,1757.375
N028,RN,2025-10-07,9,Night,8.0,32.8125,1937.3625
N002,RN,2025-10-08,10,Day,8.0,0.0,1436.56
N008,RN,2025-10-08,10,Day,8.0,0.0,1533.76
N010,RN,2025-10-08,10,Day,8.0,0.0,1600.4
N012,RN,2025-10-08,10,Day,8.0,0.0,1397.12
N021,RN,2025-10-08,10,Day,8.0,0.0,1477.68
N026,RN,2025-10-08,10,Day,8.0,0.0,1632.0
N027,SoSu,2025-10-08,10,Day,8.0,0.0,1270.4
N030,RN,2025-10-08,10,Day,8.0,0.0,1461.2
N003,RN,2025-10-08,10,Evening,8.0,20.0,1646.9759999999999
N005,SoSu,2025-10-08,10,Evening,8.0,20.0,1333.2479999999998
N017,RN,2025-10-08,10,Evening,8.0,20.0,1605.6
N020,RN,2025-10-08,10,Evening,8.0,20.0,1646.9759999999999
N024,SoSu,2025-10-08,10,Evening,8.0,20.0,1360.896
N009,SoSu,2025-10-08,10,Night,8.0,32.8125,1596.3000000000002
N013,RN,2025-10-08,10,Night,8.0,32.8125,2069.6437499999997
N022,RN,2025-10-08,10,Night,8.0,32.8125,1731.1312500000001
N008,RN,2025-10-09,11,Day,8.0,0.0,1533.76
N010,RN,2025-10-09,11,Day,8.0,0.0,1600.4
N012,RN,2025-10-09,11,Day,8.0,0.0,1397.12
N018,RN,2025-10-09,11,Day,8.0,0.0,1397.12
N021,RN,2025-10-09,11,Day,8.0,0.0,1477.68
N025,RN,2025-10-09,11,Day,8.0,0.0,1463.6
N027,SoSu,2025-10-09,11,Day,8.0,0.0,1270.4
N030,RN,2025-10-09,11,Day,8.0,0.0,1461.2
N005,SoSu,2025-10-09,11,Evening,8.0,20.0,1333.2479999999998
N014,RN,2025-10-09,11,Evening,8.0,20.0,1638.048
N016,RN,2025-10-09,11,Evening,8.0,20.0,1587.84
N020,RN,2025-10-09,11,Evening,8.0,20.0,1646.9759999999999
N024,SoSu,2025-10-09,11,Evening,8.0,20.0,1360.896
N004,SoSu,2025-10-09,11,Night,8.0,32.8125,1457.64375
N019,RN,2025-10-09,11,Night,8.0,32.8125,2041.7
N028,RN,2025-10-09,11,Night,8.0,32.8125,1937.3625
N008,RN,2025-10-10,12,Day,8.0,0.0,1533.76
N012,RN,2025-10-10,12,Day,8.0,0.0,1397.12
N013,RN,2025-10-10,12,Day,8.0,0.0,1558.32
N021,RN,2025-10-10,12,Day,8.0,0.0,1477.68
N025,RN,2025-10-10,12,Day,8.0,0.0,1463.6
N026,RN,2025-10-10,12,Day,8.0,0.0,1632.0
N027,SoSu,2025-10-10,12,Day,8.0,0.0,1270.4
N030,RN,2025-10-10,12,Day,8.0,0.0,1461.2
N005,SoSu,2025-10-10,12,Evening,8.0,20.0,1333.2479999999998
N017,RN,2025-10-10,12,Evening,8.0,20.0,1605.6
N020,RN,2025-10-10,12,Evening,8.0,20.0,1646.9759999999999
N022,RN,2025-10-10,12,Evening,8.0,20.0,1564.128
N024,SoSu,2025-10-10,12,Evening,8.0,20.0,1360.896
N009,SoSu,2025-10-10,12,Night,8.0,32.8125,1596.3000000000002
N010,RN,2025-10-10,12,Night,8.0,32.8125,2125.53125
N019,RN,2025-10-10,12,Night,8.0,32.8125,2041.7
N001,SoSu,2025-10-11,13,Day,8.0,47.0,1710.6096
N003,RN,2025-10-11,13,Day,8.0,47.0,2017.5456
N004,SoSu,2025-10-11,13,Day,8.0,47.0,1613.3544
N006,RN,2025-10-11,13,Day,8.0,47.0,1977.6791999999998
N014,RN,2025-10-11,13,Day,8.0,47.0,2006.6088
N015,RN,2025-10-11,13,Day,8.0,47.0,1948.7496
N016,RN,2025-10-11,13,Day,8.0,47.0,1945.104
N027,SoSu,2025-10-11,13,Day,8.0,47.0,1867.488
N005,SoSu,2025-10-11,13,Evening,8.0,47.0,1633.2287999999999
N017,RN,2025-10-11,13,Evening,8.0,47.0,1966.86
N022,RN,2025-10-11,13,Evening,8.0,47.0,1916.0568
N024,SoSu,2025-10-11,13,Evening,8.0,47.0,1667.0975999999998
N029,RN,2025-10-11,13,Evening,8.0,47.0,1901.5919999999999
N011,RN,2025-10-11,13,Night,8.0,47.0,2028.3647999999998
N012,RN,2025-10-11,13,Night,8.0,47.0,2053.7664
N020,RN,2025-10-11,13,Night,8.0,47.0,2017.5456
N001,SoSu,2025-10-12,14,Day,8.0,47.0,1710.6096
N003,RN,2025-10-12,14,Day,8.0,47.0,2017.5456
N004,SoSu,2025-10-12,14,Day,8.0,47.0,1613.3544
N006,RN,2025-10-12,14,Day,8.0,47.0,1977.6791999999998
N007,RN,2025-10-12,14,Day,8.0,47.0,1937.8128
N009,SoSu,2025-10-12,14,Day,8.0,47.0,1766.8224
N014,RN,2025-10-12,14,Day,8.0,47.0,2006.6088
N016,RN,2025-10-12,14,Day,8.0,47.0,1945.104
N005,SoSu,2025-10-12,14,Evening,8.0,47.0,1633.2287999999999
N017,RN,2025-10-12,14,Evening,8.0,47.0,1966.86
N022,RN,2025-10-12,14,Evening,8.0,47.0,1916.0568
N024,SoSu,2025-10-12,14,Evening,8.0,47.0,1667.0975999999998
N029,RN,2025-10-12,14,Evening,8.0,47.0,1901.5919999999999
N011,RN,2025-10-12,14,Night,8.0,47.0,2028.3647999999998
N012,RN,2025-10-12,14,Night,8.0,47.0,2053.7664
N027,SoSu,2025-10-12,14,Night,8.0,47.0,1867.488
N002,RN,2025-10-13,15,Day,8.0,0.0,1436.56
N009,SoSu,2025-10-13,15,Day,8.0,0.0,1201.92
N010,RN,2025-10-13,15,Day,8.0,0.0,1600.4
N019,RN,2025-10-13,15,Day,8.0,0.0,1537.28
N021,RN,2025-10-13,15,Day,8.0,0.0,1477.68
N025,RN,2025-10-13,15,Day,8.0,0.0,1463.6
N026,RN,2025-10-13,15,Day,8.0,0.0,1632.0
N030,RN,2025-10-13,15,Day,8.0,0.0,1461.2
N001,SoSu,2025-10-13,15,Evening,8.0,20.0,1396.416
N003,RN,2025-10-13,15,Evening,8.0,20.0,1646.9759999999999
N005,SoSu,2025-10-13,15,Evening,8.0,20.0,1333.2479999999998
N014,RN,2025-10-13,15,Evening,8.0,20.0,1638.048
N017,RN,2025-10-13,15,Evening,8.0,20.0,1605.6
N004,SoSu,2025-10-13,15,Night,8.0,32.8125,1457.64375
N023,RN,2025-10-13,15,Night,8.0,32.8125,1927.48125
N028,RN,2025-10-13,15,Night,8.0,32.8125,1937.3625
N002,RN,2025-10-14,16,Day,8.0,0.0,1436.56
N008,RN,2025-10-14,16,Day,8.0,0.0,1533.76
N009,SoSu,2025-10-14,16,Day,8.0,0.0,1201.92
N010,RN,2025-10-14,16,Day,8.0,0.0,1600.4
N011,RN,2025-10-14,16,Day,8.0,0.0,1379.84
N012,RN,2025-10-14,16,Day,8.0,0.0,1397.12
N020,RN,2025-10-14,16,Day,8.0,0.0,1372.48
N027,SoSu,2025-10-14,16,Day,8.0,0.0,1270.4
N001,SoSu,2025-10-14,16,Evening,8.0,20.0,1396.416
N003,RN,2025-10-14,16,Evening,8.0,20.0,1646.9759999999999
N016,RN,2025-10-14,16,Evening,8.0,20.0,1587.84
N022,RN,2025-10-14,16,Evening,8.0,20.0,1564.128
N024,SoSu,2025-10-14,16,Evening,8.0,20.0,1360.896
N005,SoSu,2025-10-14,16,Night,8.0,32.8125,1475.6
N013,RN,2025-10-14,16,Night,8.0,32.8125,2069.6437499999997
N019,RN,2025-10-14,16,Night,8.0,32.8125,2041.7
N002,RN,2025-10-15,17,Day,8.0,0.0,1436.56
N008,RN,2025-10-15,17,Day,8.0,0.0,1533.76
N009,SoSu,2025-10-15,17,Day,8.0,0.0,1201.92
N011,RN,2025-10-15,17,Day,8.0,0.0,1379.84
N012,RN,2025-10-15,17,Day,8.0,0.0,1397.12
N025,RN,2025-10-15,17,Day,8.0,0.0,1463.6
N027,SoSu,2025-10-15,17,Day,8.0,0.0,1270.4
N030,RN,2025-10-15,17,Day,8.0,0.0,1461.2
N001,SoSu,2025-10-15,17,Evening,8.0,20.0,1396.416
N014,RN,2025-10-15,17,Evening,8.0,20.0,1638.048
N017,RN,2025-10-15,17,Evening,8.0,20.0,1605.6
N020,RN,2025-10-15,17,Evening,8.0,20.0,1646.9759999999999
N024,SoSu,2025-10-15,17,Evening,8.0,20.0,1360.896
N004,SoSu,2025-10-15,17,Night,8.0,32.8125,1457.64375
N010,RN,2025-10-15,17,Night,8.0,32.8125,2125.53125
N019,RN,2025-10-15,17,Night,8.0,32.8125,2041.7
N002,RN,2025-10-16,18,Day,8.0,0.0,1436.56
N009,SoSu,2025-10-16,18,Day,8.0,0.0,1201.92
N011,RN,2025-10-16,18,Day,8.0,0.0,1379.84
N012,RN,2025-10-16,18,Day,8.0,0.0,1397.12
N021,RN,2025-10-16,18,Day,8.0,0.0,1477.68
N027,SoSu,2025-10-16,18,Day,8.0,0.0,1270.4
N028,RN,2025-10-16,18,Day,8.0,0.0,1458.72
N030,RN,2025-10-16,18,Day,8.0,0.0,1461.2
N001,SoSu,2025-10-16,18,Evening,8.0,20.0,1396.416
N003,RN,2025-10-16,18,Evening,8.0,20.0,1646.9759999999999
N007,RN,2025-10-16,18,Evening,8.0,20.0,1581.888
N020,RN,2025-10-16,18,Evening,8.0,20.0,1646.9759999999999
N024,SoSu,2025-10-16,18,Evening,8.0,20.0,1360.896
N004,SoSu,2025-10-16,18,Night,8.0,32.8125,1457.64375
N013,RN,2025-10-16,18,Night,8.0,32.8125,2069.6437499999997
N016,RN,2025-10-16,18,Night,8.0,32.8125,1757.375
N002,RN,2025-10-17,19,Day,8.0,0.0,1436.56
N008,RN,2025-10-17,19,Day,8.0,0.0,1533.76
N011,RN,2025-10-17,19,Day,8.0,0.0,1379.84
N012,RN,2025-10-17,19,Day,8.0,0.0,1397.12
N019,RN,2025-10-17,19,Day,8.0,0.0,1537.28
N023,RN,2025-10-17,19,Day,8.0,0.0,1451.28
N025,RN,2025-10-17,19,Day,8.0,0.0,1463.6
N026,RN,2025-10-17,19,Day,8.0,0.0,1632.0
N001,SoSu,2025-10-17,19,Evening,8.0,20.0,1396.416
N003,RN,2025-10-17,19,Evening,8.0,20.0,1646.9759999999999
N014,RN,2025-10-17,19,Evening,8.0,20.0,1638.048
N017,RN,2025-10-17,19,Evening,8.0,20.0,1605.6
N024,SoSu,2025-10-17,19,Evening,8.0,20.0,1360.896
N009,SoSu,2025-10-17,19,Night,8.0,32.8125,1596.3000000000002
N010,RN,2025-10-17,19,Night,8.0,32.8125,2125.53125
N013,RN,2025-10-17,19,Night,8.0,32.8125,2069.6437499999997
N004,SoSu,2025-10-18,20,Day,8.0,47.0,1613.3544
N005,SoSu,2025-10-18,20,Day,8.0,47.0,1633.2287999999999
N007,RN,2025-10-18,20,Day,8.0,47.0,1937.8128
N011,RN,2025-10-18,20,Day,8.0,47.0,2028.3647999999998
N012,RN,2025-10-18,20,Day,8.0,47.0,2053.7664
N016,RN,2025-10-18,20,Day,8.0,47.0,1945.104
N022,RN,2025-10-18,20,Day,8.0,47.0,1916.0568
N027,SoSu,2025-10-18,20,Day,8.0,47.0,1867.488
N001,SoSu,2025-10-18,20,Evening,8.0,47.0,1710.6096
N014,RN,2025-10-18,20,Evening,8.0,47.0,2006.6088
N017,RN,2025-10-18,20,Evening,8.0,47.0,1966.86
N024,SoSu,2025-10-18,20,Evening,8.0,47.0,1667.0975999999998
N029,RN,2025-10-18,20,Evening,8.0,47.0,1901.5919999999999
N009,SoSu,2025-10-18,20,Night,8.0,47.0,1766.8224
N018,RN,2025-10-18,20,Night,8.0,47.0,2053.7664
N023,RN,2025-10-18,20,Night,8.0,47.0,2133.3815999999997
N003,RN,2025-10-19,21,Day,8.0,47.0,2017.5456
N006,RN,2025-10-19,21,Day,8.0,47.0,1977.6791999999998
N007,RN,2025-10-19,21,Day,8.0,47.0,1937.8128
N011,RN,2025-10-19,21,Day,8.0,47.0,2028.3647999999998
N016,RN,2025-10-19,21,Day,8.0,47.0,1945.104
N020,RN,2025-10-19,21,Day,8.0,47.0,2017.5456
N022,RN,2025-10-19,21,Day,8.0,47.0,1916.0568
N027,SoSu,2025-10-19,21,Day,8.0,47.0,1867.488
N004,SoSu,2025-10-19,21,Evening,8.0,47.0,1613.3544
N014,RN,2025-10-19,21,Evening,8.0,47.0,2006.6088
N015,RN,2025-10-19,21,Evening,8.0,47.0,1948.7496
N024,SoSu,2025-10-19,21,Evening,8.0,47.0,1667.0975999999998
N029,RN,2025-10-19,21,Evening,8.0,47.0,1901.5919999999999
N012,RN,2025-10-19,21,Night,8.0,47.0,2053.7664
N018,RN,2025-10-19,21,Night,8.0,47.0,2053.7664
N023,RN,2025-10-19,21,Night,8.0,47.0,2133.3815999999997
N002,RN,2025-10-20,22,Day,8.0,0.0,1436.56
N011,RN,2025-10-20,22,Day,8.0,0.0,1379.84
N013,RN,2025-10-20,22,Day,8.0,0.0,1558.32
N019,RN,2025-10-20,22,Day,8.0,0.0,1537.28
N021,RN,2025-10-20,22,Day,8.0,0.0,1477.68
N025,RN,2025-10-20,22,Day,8.0,0.0,1463.6
N027,SoSu,2025-10-20,22,Day,8.0,0.0,1270.4
N030,RN,2025-10-20,22,Day,8.0,0.0,1461.2
N004,SoSu,2025-10-20,22,Evening,8.0,20.0,1317.024
N009,SoSu,2025-10-20,22,Evening,8.0,20.0,1442.304
N016,RN,2025-10-20,22,Evening,8.0,20.0,1587.84
N017,RN,2025-10-20,22,Evening,8.0,20.0,1605.6
N022,RN,2025-10-20,22,Evening,8.0,20.0,1564.128
N005,SoSu,2025-10-20,22,Night,8.0,32.8125,1475.6
N010,RN,2025-10-20,22,Night,8.0,32.8125,2125.53125
N028,RN,2025-10-20,22,Night,8.0,32.8125,1937.3625
N002,RN,2025-10-21,23,Day,8.0,0.0,1436.56
N011,RN,2025-10-21,23,Day,8.0,0.0,1379.84
N013,RN,2025-10-21,23,Day,8.0,0.0,1558.32
N018,RN,2025-10-21,23,Day,8.0,0.0,1397.12
N019,RN,2025-10-21,23,Day,8.0,0.0,1537.28
N023,RN,2025-10-21,23,Day,8.0,0.0,1451.28
N025,RN,2025-10-21,23,Day,8.0,0.0,1463.6
N030,RN,2025-10-21,23,Day,8.0,0.0,1461.2
N001,SoSu,2025-10-21,23,Evening,8.0,20.0,1396.416
N009,SoSu,2025-10-21,23,Evening,8.0,20.0,1442.304
N014,RN,2025-10-21,23,Evening,8.0,20.0,1638.048
N016,RN,2025-10-21,23,Evening,8.0,20.0,1587.84
N017,RN,2025-10-21,23,Evening,8.0,20.0,1605.6
N022,RN,2025-10-21,23,Night,8.0,32.8125,1731.1312500000001
N024,SoSu,2025-10-21,23,Night,8.0,32.8125,1506.1999999999998
N029,RN,2025-10-21,23,Night,8.0,32.8125,1718.0624999999998
N010,RN,2025-10-22,24,Day,8.0,0.0,1600.4
N011,RN,2025-10-22,24,Day,8.0,0.0,1379.84
N013,RN,2025-10-22,24,Day,8.0,0.0,1558.32
N018,RN,2025-10-22,24,Day,8.0,0.0,1397.12
N019,RN,2025-10-22,24,Day,8.0,0.0,1537.28
N021,RN,2025-10-22,24,Day,8.0,0.0,1477.68
N026,RN,2025-10-22,24,Day,8.0,0.0,1632.0
N027,SoSu,2025-10-22,24,Day,8.0,0.0,1270.4
N001,SoSu,2025-10-22,24,Evening,8.0,20.0,1396.416
N005,SoSu,2025-10-22,24,Evening,8.0,20.0,1333.2479999999998
N014,RN,2025-10-22,24,Evening,8.0,20.0,1638.048
N017,RN,2025-10-22,24,Evening,8.0,20.0,1605.6
N020,RN,2025-10-22,24,Evening,8.0,20.0,1646.9759999999999
N022,RN,2025-10-22,24,Night,8.0,32.8125,1731.1312500000001
N023,RN,2025-10-22,24,Night,8.0,32.8125,1927.48125
N024,SoSu,2025-10-22,24,Night,8.0,32.8125,1506.1999999999998
N008,RN,2025-10-23,25,Day,8.0,0.0,1533.76
N011,RN,2025-10-23,25,Day,8.0,0.0,1379.84
N012,RN,2025-10-23,25,Day,8.0,0.0,1397.12
N018,RN,2025-10-23,25,Day,8.0,0.0,1397.12
N019,RN,2025-10-23,25,Day,8.0,0.0,1537.28
N025,RN,2025-10-23,25,Day,8.0,0.0,1463.6
N027,SoSu,2025-10-23,25,Day,8.0,0.0,1270.4
N030,RN,2025-10-23,25,Day,8.0,0.0,1461.2
N001,SoSu,2025-10-23,25,Evening,8.0,20.0,1396.416
N009,SoSu,2025-10-23,25,Evening,8.0,20.0,1442.304
N016,RN,2025-10-23,25,Evening,8.0,20.0,1587.84
N017,RN,2025-10-23,25,Evening,8.0,20.0,1605.6
N020,RN,2025-10-23,25,Evening,8.0,20.0,1646.9759999999999
N005,SoSu,2025-10-23,25,Night,8.0,32.8125,1475.6
N013,RN,2025-10-23,25,Night,8.0,32.8125,2069.6437499999997
N029,RN,2025-10-23,25,Night,8.0,32.8125,1718.0624999999998
N008,RN,2025-10-24,26,Day,8.0,0.0,1533.76
N011,RN,2025-10-24,26,Day,8.0,0.0,1379.84
N012,RN,2025-10-24,26,Day,8.0,0.0,1397.12
N018,RN,2025-10-24,26,Day,8.0,0.0,1397.12
N019,RN,2025-10-24,26,Day,8.0,0.0,1537.28
N021,RN,2025-10-24,26,Day,8.0,0.0,1477.68
N025,RN,2025-10-24,26,Day,8.0,0.0,1463.6
N026,RN,2025-10-24,26,Day,8.0,0.0,1632.0
N001,SoSu,2025-10-24,26,Evening,8.0,20.0,1396.416
N014,RN,2025-10-24,26,Evening,8.0,20.0,1638.048
N016,RN,2025-10-24,26,Evening,8.0,20.0,1587.84
N020,RN,2025-10-24,26,Evening,8.0,20.0,1646.9759999999999
N024,SoSu,2025-10-24,26,Evening,8.0,20.0,1360.896
N009,SoSu,2025-10-24,26,Night,8.0,32.8125,1596.3000000000002
N023,RN,2025-10-24,26,Night,8.0,32.8125,1927.48125
N030,RN,2025-10-24,26,Night,8.0,32.8125,1940.65625
N003,RN,2025-10-25,27,Day,8.0,47.0,2017.5456
N004,SoSu,2025-10-25,27,Day,8.0,47.0,1613.3544
N005,SoSu,2025-10-25,27,Day,8.0,47.0,1633.2287999999999
N007,RN,2025-10-25,27,Day,8.0,47.0,1937.8128
N017,RN,2025-10-25,27,Day,8.0,47.0,1966.86
N022,RN,2025-10-25,27,Day,8.0,47.0,1916.0568
