nurse_id,role,date,day_index,shift_type,hours,premium_pct,cost_dkk
N029,RN,2025-01-01,3,Night,8.0,50.0,1940.3999999999999
N001,SoSu,2025-01-02,4,Day,8.0,0.0,1163.68
N009,SoSu,2025-01-02,4,Day,8.0,0.0,1201.92
N013,RN,2025-01-02,4,Day,8.0,0.0,1558.32
N019,RN,2025-01-02,4,Day,8.0,0.0,1537.28
N021,RN,2025-01-02,4,Day,8.0,0.0,1477.68
N026,RN,2025-01-02,4,Day,8.0,0.0,1632.0
N027,SoSu,2025-01-02,4,Day,8.0,0.0,1270.4
N028,RN,2025-01-02,4,Day,8.0,0.0,1458.72
N002,RN,2025-01-02,4,Evening,8.0,20.0,1723.8719999999998
N005,SoSu,2025-01-02,4,Evening,8.0,20.0,1333.2479999999998
N016,RN,2025-01-02,4,Evening,8.0,20.0,1587.84
N017,RN,2025-01-02,4,Evening,8.0,20.0,1605.6
N020,SoSu,2025-01-02,4,Evening,8.0,20.0,1284.768
N011,SoSu,2025-01-02,4,Night,8.0,32.8125,1429.5937500000002
N018,RN,2025-01-02,4,Night,8.0,32.8125,1855.55
N022,RN,2025-01-02,4,Night,8.0,32.8125,1731.1312500000001
N008,SoSu,2025-01-03,5,Day,8.0,0.0,1196.48
N013,RN,2025-01-03,5,Day,8.0,0.0,1558.32
N019,RN,2025-01-03,5,Day,8.0,0.0,1537.28
N021,RN,2025-01-03,5,Day,8.0,0.0,1477.68
N024,SoSu,2025-01-03,5,Day,8.0,0.0,1134.08
N027,SoSu,2025-01-03,5,Day,8.0,0.0,1270.4
N028,RN,2025-01-03,5,Day,8.0,0.0,1458.72
N030,RN,2025-01-03,5,Day,8.0,0.0,1461.2
N003,RN,2025-01-03,5,Evening,8.0,20.0,1646.9759999999999
N005,SoSu,2025-01-03,5,Evening,8.0,20.0,1333.2479999999998
N016,RN,2025-01-03,5,Evening,8.0,20.0,1587.84
N020,SoSu,2025-01-03,5,Evening,8.0,20.0,1284.768
N023,RN,2025-01-03,5,Evening,8.0,20.0,1741.5359999999998
N009,SoSu,2025-01-03,5,Night,8.0,32.8125,1596.3000000000002
N010,RN,2025-01-03,5,Night,8.0,32.8125,2125.53125
N029,RN,2025-01-03,5,Night,8.0,32.8125,1718.0624999999998
N006,SoSu,2025-01-04,6,Day,8.0,47.0,1542.7944
N007,RN,2025-01-04,6,Day,8.0,47.0,1937.8128
N011,SoSu,2025-01-04,6,Day,8.0,47.0,1582.308
N012,SoSu,2025-01-04,6,Day,8.0,47.0,1602.0647999999999
N014,RN,2025-01-04,6,Day,8.0,47.0,2006.6088
N017,RN,2025-01-04,6,Day,8.0,47.0,1966.86
N018,RN,2025-01-04,6,Day,8.0,47.0,2053.7664
N022,RN,2025-01-04,6,Day,8.0,47.0,1916.0568
N002,RN,2025-01-04,6,Evening,8.0,47.0,2111.7432
N003,RN,2025-01-04,6,Evening,8.0,47.0,2017.5456
N015,SoSu,2025-01-04,6,Evening,8.0,47.0,1520.2152
N016,RN,2025-01-04,6,Evening,8.0,47.0,1945.104
N020,SoSu,2025-01-04,6,Evening,8.0,47.0,1573.8408000000002
N005,SoSu,2025-01-04,6,Night,8.0,47.0,1633.2287999999999
N019,RN,2025-01-04,6,Night,8.0,47.0,2259.8016
N030,RN,2025-01-04,6,Night,8.0,47.0,2147.964
N004,SoSu,2025-01-05,7,Day,8.0,47.0,1613.3544
N006,SoSu,2025-01-05,7,Day,8.0,47.0,1542.7944
N007,RN,2025-01-05,7,Day,8.0,47.0,1937.8128
N012,SoSu,2025-01-05,7,Day,8.0,47.0,1602.0647999999999
N014,RN,2025-01-05,7,Day,8.0,47.0,2006.6088
N017,RN,2025-01-05,7,Day,8.0,47.0,1966.86
N018,RN,2025-01-05,7,Day,8.0,47.0,2053.7664
N022,RN,2025-01-05,7,Day,8.0,47.0,1916.0568
N002,RN,2025-01-05,7,Evening,8.0,47.0,2111.7432
N003,RN,2025-01-05,7,Evening,8.0,47.0,2017.5456
N011,SoSu,2025-01-05,7,Evening,8.0,47.0,1582.308
N016,RN,2025-01-05,7,Evening,8.0,47.0,1945.104
N020,SoSu,2025-01-05,7,Evening,8.0,47.0,1573.8408000000002
N005,SoSu,2025-01-05,7,Night,8.0,47.0,1633.2287999999999
N028,RN,2025-01-05,7,Night,8.0,47.0,2144.3184
N029,RN,2025-01-05,7,Night,8.0,47.0,1901.5919999999999
N001,SoSu,2025-01-06,8,Day,8.0,0.0,1163.68
N009,SoSu,2025-01-06,8,Day,8.0,0.0,1201.92
N010,RN,2025-01-06,8,Day,8.0,0.0,1600.4
N013,RN,2025-01-06,8,Day,8.0,0.0,1558.32
N019,RN,2025-01-06,8,Day,8.0,0.0,1537.28
N024,SoSu,2025-01-06,8,Day,8.0,0.0,1134.08
N026,RN,2025-01-06,8,Day,8.0,0.0,1632.0
N030,RN,2025-01-06,8,Day,8.0,0.0,1461.2
N002,RN,2025-01-06,8,Evening,8.0,20.0,1723.8719999999998
N011,SoSu,2025-01-06,8,Evening,8.0,20.0,1291.68
N014,RN,2025-01-06,8,Evening,8.0,20.0,1638.048
N016,RN,2025-01-06,8,Evening,8.0,20.0,1587.84
N020,SoSu,2025-01-06,8,Evening,8.0,20.0,1284.768
N012,SoSu,2025-01-06,8,Night,8.0,32.8125,1447.44375
N017,RN,2025-01-06,8,Night,8.0,32.8125,1777.03125
N018,RN,2025-01-06,8,Night,8.0,32.8125,1855.55
N001,SoSu,2025-01-07,9,Day,8.0,0.0,1163.68
N009,SoSu,2025-01-07,9,Day,8.0,0.0,1201.92
N010,RN,2025-01-07,9,Day,8.0,0.0,1600.4
N019,RN,2025-01-07,9,Day,8.0,0.0,1537.28
N021,RN,2025-01-07,9,Day,8.0,0.0,1477.68
N027,SoSu,2025-01-07,9,Day,8.0,0.0,1270.4
N028,RN,2025-01-07,9,Day,8.0,0.0,1458.72
N030,RN,2025-01-07,9,Day,8.0,0.0,1461.2
N003,RN,2025-01-07,9,Evening,8.0,20.0,1646.9759999999999
N014,RN,2025-01-07,9,Evening,8.0,20.0,1638.048
N016,RN,2025-01-07,9,Evening,8.0,20.0,1587.84
N020,SoSu,2025-01-07,9,Evening,8.0,20.0,1284.768
N024,SoSu,2025-01-07,9,Evening,8.0,20.0,1360.896
N012,SoSu,2025-01-07,9,Night,8.0,32.8125,1447.44375
N017,RN,2025-01-07,9,Night,8.0,32.8125,1777.03125
N018,RN,2025-01-07,9,Night,8.0,32.8125,1855.55
N001,SoSu,2025-01-08,10,Day,8.0,0.0,1163.68
N008,SoSu,2025-01-08,10,Day,8.0,0.0,1196.48
N009,SoSu,2025-01-08,10,Day,8.0,0.0,1201.92
N010,RN,2025-01-08,10,Day,8.0,0.0,1600.4
N013,RN,2025-01-08,10,Day,8.0,0.0,1558.32
N019,RN,2025-01-08,10,Day,8.0,0.0,1537.28
N025,RN,2025-01-08,10,Day,8.0,0.0,1463.6
N030,RN,2025-01-08,10,Day,8.0,0.0,1461.2
N003,RN,2025-01-08,10,Evening,8.0,20.0,1646.9759999999999
N014,RN,2025-01-08,10,Evening,8.0,20.0,1638.048
N020,SoSu,2025-01-08,10,Evening,8.0,20.0,1284.768
N023,RN,2025-01-08,10,Evening,8.0,20.0,1741.5359999999998
N024,SoSu,2025-01-08,10,Evening,8.0,20.0,1360.896
N011,SoSu,2025-01-08,10,Night,8.0,32.8125,1429.5937500000002
N016,RN,2025-01-08,10,Night,8.0,32.8125,1757.375
N022,RN,2025-01-08,10,Night,8.0,32.8125,1731.1312500000001
N008,SoSu,2025-01-09,11,Day,8.0,0.0,1196.48
N009,SoSu,2025-01-09,11,Day,8.0,0.0,1201.92
N013,RN,2025-01-09,11,Day,8.0,0.0,1558.32
N019,RN,2025-01-09,11,Day,8.0,0.0,1537.28
N021,RN,2025-01-09,11,Day,8.0,0.0,1477.68
N026,RN,2025-01-09,11,Day,8.0,0.0,1632.0
N027,SoSu,2025-01-09,11,Day,8.0,0.0,1270.4
N030,RN,2025-01-09,11,Day,8.0,0.0,1461.2
N002,RN,2025-01-09,11,Evening,8.0,20.0,1723.8719999999998
N004,SoSu,2025-01-09,11,Evening,8.0,20.0,1317.024
N017,RN,2025-01-09,11,Evening,8.0,20.0,1605.6
N018,RN,2025-01-09,11,Evening,8.0,20.0,1676.5439999999999
N024,SoSu,2025-01-09,11,Evening,8.0,20.0,1360.896
N010,RN,2025-01-09,11,Night,8.0,32.8125,2125.53125
N020,SoSu,2025-01-09,11,Night,8.0,32.8125,1421.9437500000001
N022,RN,2025-01-09,11,Night,8.0,32.8125,1731.1312500000001
N001,SoSu,2025-01-10,12,Day,8.0,0.0,1163.68
N008,SoSu,2025-01-10,12,Day,8.0,0.0,1196.48
N009,SoSu,2025-01-10,12,Day,8.0,0.0,1201.92
N019,RN,2025-01-10,12,Day,8.0,0.0,1537.28
N021,RN,2025-01-10,12,Day,8.0,0.0,1477.68
N025,RN,2025-01-10,12,Day,8.0,0.0,1463.6
N026,RN,2025-01-10,12,Day,8.0,0.0,1632.0
N030,RN,2025-01-10,12,Day,8.0,0.0,1461.2
N011,SoSu,2025-01-10,12,Evening,8.0,20.0,1291.68
N012,SoSu,2025-01-10,12,Evening,8.0,20.0,1307.8079999999998
N016,RN,2025-01-10,12,Evening,8.0,20.0,1587.84
N017,RN,2025-01-10,12,Evening,8.0,20.0,1605.6
N018,RN,2025-01-10,12,Evening,8.0,20.0,1676.5439999999999
N004,SoSu,2025-01-10,12,Night,8.0,32.8125,1457.64375
N010,RN,2025-01-10,12,Night,8.0,32.8125,2125.53125
N013,RN,2025-01-10,12,Night,8.0,32.8125,2069.6437499999997
N002,RN,2025-01-11,13,Day,8.0,47.0,2111.7432
N006,SoSu,2025-01-11,13,Day,8.0,47.0,1542.7944
N007,RN,2025-01-11,13,Day,8.0,47.0,1937.8128
N014,RN,2025-01-11,13,Day,8.0,47.0,2006.6088
N015,SoSu,2025-01-11,13,Day,8.0,47.0,1520.2152
N020,SoSu,2025-01-11,13,Day,8.0,47.0,1573.8408000000002
N022,RN,2025-01-11,13,Day,8.0,47.0,1916.0568
N029,RN,2025-01-11,13,Day,8.0,47.0,1901.5919999999999
N011,SoSu,2025-01-11,13,Evening,8.0,47.0,1582.308
N012,SoSu,2025-01-11,13,Evening,8.0,47.0,1602.0647999999999
N016,RN,2025-01-11,13,Evening,8.0,47.0,1945.104
N017,RN,2025-01-11,13,Evening,8.0,47.0,1966.86
N018,RN,2025-01-11,13,Evening,8.0,47.0,2053.7664
N005,SoSu,2025-01-11,13,Night,8.0,47.0,1633.2287999999999
N019,RN,2025-01-11,13,Night,8.0,47.0,2259.8016
N030,RN,2025-01-11,13,Night,8.0,47.0,2147.964
N002,RN,2025-01-12,14,Day,8.0,47.0,2111.7432
N003,RN,2025-01-12,14,Day,8.0,47.0,2017.5456
N006,SoSu,2025-01-12,14,Day,8.0,47.0,1542.7944
N007,RN,2025-01-12,14,Day,8.0,47.0,1937.8128
N014,RN,2025-01-12,14,Day,8.0,47.0,2006.6088
N015,SoSu,2025-01-12,14,Day,8.0,47.0,1520.2152
N020,SoSu,2025-01-12,14,Day,8.0,47.0,1573.8408000000002
N022,RN,2025-01-12,14,Day,8.0,47.0,1916.0568
N011,SoSu,2025-01-12,14,Evening,8.0,47.0,1582.308
N012,SoSu,2025-01-12,14,Evening,8.0,47.0,1602.0647999999999
N016,RN,2025-01-12,14,Evening,8.0,47.0,1945.104
N018,RN,2025-01-12,14,Evening,8.0,47.0,2053.7664
N029,RN,2025-01-12,14,Evening,8.0,47.0,1901.5919999999999
N005,SoSu,2025-01-12,14,Night,8.0,47.0,1633.2287999999999
N023,RN,2025-01-12,14,Night,8.0,47.0,2133.3815999999997
N028,RN,2025-01-12,14,Night,8.0,47.0,2144.3184
N001,SoSu,2025-01-13,15,Day,8.0,0.0,1163.68
N013,RN,2025-01-13,15,Day,8.0,0.0,1558.32
N019,RN,2025-01-13,15,Day,8.0,0.0,1537.28
N021,RN,2025-01-13,15,Day,8.0,0.0,1477.68
N024,SoSu,2025-01-13,15,Day,8.0,0.0,1134.08
N025,RN,2025-01-13,15,Day,8.0,0.0,1463.6
N027,SoSu,2025-01-13,15,Day,8.0,0.0,1270.4
N030,RN,2025-01-13,15,Day,8.0,0.0,1461.2
N003,RN,2025-01-13,15,Evening,8.0,20.0,1646.9759999999999
N011,SoSu,2025-01-13,15,Evening,8.0,20.0,1291.68
N012,SoSu,2025-01-13,15,Evening,8.0,20.0,1307.8079999999998
N017,RN,2025-01-13,15,Evening,8.0,20.0,1605.6
N022,RN,2025-01-13,15,Evening,8.0,20.0,1564.128
N004,SoSu,2025-01-13,15,Night,8.0,32.8125,1457.64375
N016,RN,2025-01-13,15,Night,8.0,32.8125,1757.375
N018,RN,2025-01-13,15,Night,8.0,32.8125,1855.55
N001,SoSu,2025-01-14,16,Day,8.0,0.0,1163.68
N008,SoSu,2025-01-14,16,Day,8.0,0.0,1196.48
N009,SoSu,2025-01-14,16,Day,8.0,0.0,1201.92
N010,RN,2025-01-14,16,Day,8.0,0.0,1600.4
N013,RN,2025-01-14,16,Day,8.0,0.0,1558.32
N019,RN,2025-01-14,16,Day,8.0,0.0,1537.28
N026,RN,2025-01-14,16,Day,8.0,0.0,1632.0
N030,RN,2025-01-14,16,Day,8.0,0.0,1461.2
N002,RN,2025-01-14,16,Evening,8.0,20.0,1723.8719999999998
N014,RN,2025-01-14,16,Evening,8.0,20.0,1638.048
N020,SoSu,2025-01-14,16,Evening,8.0,20.0,1284.768
N022,RN,2025-01-14,16,Evening,8.0,20.0,1564.128
N024,SoSu,2025-01-14,16,Evening,8.0,20.0,1360.896
N011,SoSu,2025-01-14,16,Night,8.0,32.8125,1429.5937500000002
N016,RN,2025-01-14,16,Night,8.0,32.8125,1757.375
N017,RN,2025-01-14,16,Night,8.0,32.8125,1777.03125
N001,SoSu,2025-01-15,17,Day,8.0,0.0,1163.68
N009,SoSu,2025-01-15,17,Day,8.0,0.0,1201.92
N010,RN,2025-01-15,17,Day,8.0,0.0,1600.4
N019,RN,2025-01-15,17,Day,8.0,0.0,1537.28
N021,RN,2025-01-15,17,Day,8.0,0.0,1477.68
N025,RN,2025-01-15,17,Day,8.0,0.0,1463.6
N027,SoSu,2025-01-15,17,Day,8.0,0.0,1270.4
N030,RN,2025-01-15,17,Day,8.0,0.0,1461.2
N003,RN,2025-01-15,17,Evening,8.0,20.0,1646.9759999999999
N012,SoSu,2025-01-15,17,Evening,8.0,20.0,1307.8079999999998
N014,RN,2025-01-15,17,Evening,8.0,20.0,1638.048
N020,SoSu,2025-01-15,17,Evening,8.0,20.0,1284.768
N022,RN,2025-01-15,17,Evening,8.0,20.0,1564.128
N011,SoSu,2025-01-15,17,Night,8.0,32.8125,1429.5937500000002
N013,RN,2025-01-15,17,Night,8.0,32.8125,2069.6437499999997
N017,RN,2025-01-15,17,Night,8.0,32.8125,1777.03125
N001,SoSu,2025-01-16,18,Day,8.0,0.0,1163.68
N008,SoSu,2025-01-16,18,Day,8.0,0.0,1196.48
N009,SoSu,2025-01-16,18,Day,8.0,0.0,1201.92
N010,RN,2025-01-16,18,Day,8.0,0.0,1600.4
N019,RN,2025-01-16,18,Day,8.0,0.0,1537.28
N021,RN,2025-01-16,18,Day,8.0,0.0,1477.68
N025,RN,2025-01-16,18,Day,8.0,0.0,1463.6
N030,RN,2025-01-16,18,Day,8.0,0.0,1461.2
N003,RN,2025-01-16,18,Evening,8.0,20.0,1646.9759999999999
N005,SoSu,2025-01-16,18,Evening,8.0,20.0,1333.2479999999998
N007,RN,2025-01-16,18,Evening,8.0,20.0,1581.888
N014,RN,2025-01-16,18,Evening,8.0,20.0,1638.048
N024,SoSu,2025-01-16,18,Evening,8.0,20.0,1360.896
N020,SoSu,2025-01-16,18,Night,8.0,32.8125,1421.9437500000001
N022,RN,2025-01-16,18,Night,8.0,32.8125,1731.1312500000001
N029,RN,2025-01-16,18,Night,8.0,32.8125,1718.0624999999998
N008,SoSu,2025-01-17,19,Day,8.0,0.0,1196.48
N009,SoSu,2025-01-17,19,Day,8.0,0.0,1201.92
N013,RN,2025-01-17,19,Day,8.0,0.0,1558.32
N019,RN,2025-01-17,19,Day,8.0,0.0,1537.28
N025,RN,2025-01-17,19,Day,8.0,0.0,1463.6
N026,RN,2025-01-17,19,Day,8.0,0.0,1632.0
N027,SoSu,2025-01-17,19,Day,8.0,0.0,1270.4
N030,RN,2025-01-17,19,Day,8.0,0.0,1461.2
N003,RN,2025-01-17,19,Evening,8.0,20.0,1646.9759999999999
N005,SoSu,2025-01-17,19,Evening,8.0,20.0,1333.2479999999998
N014,RN,2025-01-17,19,Evening,8.0,20.0,1638.048
N023,RN,2025-01-17,19,Evening,8.0,20.0,1741.5359999999998
N024,SoSu,2025-01-17,19,Evening,8.0,20.0,1360.896
N001,SoSu,2025-01-17,19,Night,8.0,32.8125,1545.5125
N010,RN,2025-01-17,19,Night,8.0,32.8125,2125.53125
N021,RN,2025-01-17,19,Night,8.0,32.8125,1962.54375
N007,RN,2025-01-18,20,Day,8.0,47.0,1937.8128
N011,SoSu,2025-01-18,20,Day,8.0,47.0,1582.308
N015,SoSu,2025-01-18,20,Day,8.0,47.0,1520.2152
N016,RN,2025-01-18,20,Day,8.0,47.0,1945.104
N017,RN,2025-01-18,20,Day,8.0,47.0,1966.86
N018,RN,2025-01-18,20,Day,8.0,47.0,2053.7664
N020,SoSu,2025-01-18,20,Day,8.0,47.0,1573.8408000000002
N022,RN,2025-01-18,20,Day,8.0,47.0,1916.0568
N003,RN,2025-01-18,20,Evening,8.0,47.0,2017.5456
N006,SoSu,2025-01-18,20,Evening,8.0,47.0,1542.7944
N012,SoSu,2025-01-18,20,Evening,8.0,47.0,1602.0647999999999
N014,RN,2025-01-18,20,Evening,8.0,47.0,2006.6088
N029,RN,2025-01-18,20,Evening,8.0,47.0,1901.5919999999999
N004,SoSu,2025-01-18,20,Night,8.0,47.0,1613.3544
N019,RN,2025-01-18,20,Night,8.0,47.0,2259.8016
N028,RN,2025-01-18,20,Night,8.0,47.0,2144.3184
N002,RN,2025-01-19,21,Day,8.0,47.0,2111.7432
N005,SoSu,2025-01-19,21,Day,8.0,47.0,1633.2287999999999
N007,RN,2025-01-19,21,Day,8.0,47.0,1937.8128
N011,SoSu,2025-01-19,21,Day,8.0,47.0,1582.308
N015,SoSu,2025-01-19,21,Day,8.0,47.0,1520.2152
N016,RN,2025-01-19,21,Day,8.0,47.0,1945.104
N017,RN,2025-01-19,21,Day,8.0,47.0,1966.86
N018,RN,2025-01-19,21,Day,8.0,47.0,2053.7664
N003,RN,2025-01-19,21,Evening,8.0,47.0,2017.5456
N012,SoSu,2025-01-19,21,Evening,8.0,47.0,1602.0647999999999
N014,RN,2025-01-19,21,Evening,8.0,47.0,2006.6088
N020,SoSu,2025-01-19,21,Evening,8.0,47.0,1573.8408000000002
N022,RN,2025-01-19,21,Evening,8.0,47.0,1916.0568
N004,SoSu,2025-01-19,21,Night,8.0,47.0,1613.3544
N023,RN,2025-01-19,21,Night,8.0,47.0,2133.3815999999997
N029,RN,2025-01-19,21,Night,8.0,47.0,1901.5919999999999
N001,SoSu,2025-01-20,22,Day,8.0,0.0,1163.68
N008,SoSu,2025-01-20,22,Day,8.0,0.0,1196.48
N010,RN,2025-01-20,22,Day,8.0,0.0,1600.4
N013,RN,2025-01-20,22,Day,8.0,0.0,1558.32
N019,RN,2025-01-20,22,Day,8.0,0.0,1537.28
N021,RN,2025-01-20,22,Day,8.0,0.0,1477.68
N027,SoSu,2025-01-20,22,Day,8.0,0.0,1270.4
N030,RN,2025-01-20,22,Day,8.0,0.0,1461.2
N002,RN,2025-01-20,22,Evening,8.0,20.0,1723.8719999999998
N005,SoSu,2025-01-20,22,Evening,8.0,20.0,1333.2479999999998
N014,RN,2025-01-20,22,Evening,8.0,20.0,1638.048
N016,RN,2025-01-20,22,Evening,8.0,20.0,1587.84
N024,SoSu,2025-01-20,22,Evening,8.0,20.0,1360.896
N011,SoSu,2025-01-20,22,Night,8.0,32.8125,1429.5937500000002
N017,RN,2025-01-20,22,Night,8.0,32.8125,1777.03125
N022,RN,2025-01-20,22,Night,8.0,32.8125,1731.1312500000001
N008,SoSu,2025-01-21,23,Day,8.0,0.0,1196.48
N009,SoSu,2025-01-21,23,Day,8.0,0.0,1201.92
N010,RN,2025-01-21,23,Day,8.0,0.0,1600.4
N019,RN,2025-01-21,23,Day,8.0,0.0,1537.28
N021,RN,2025-01-21,23,Day,8.0,0.0,1477.68
N026,RN,2025-01-21,23,Day,8.0,0.0,1632.0
N027,SoSu,2025-01-21,23,Day,8.0,0.0,1270.4
N028,RN,2025-01-21,23,Day,8.0,0.0,1458.72
N002,RN,2025-01-21,23,Evening,8.0,20.0,1723.8719999999998
N012,SoSu,2025-01-21,23,Evening,8.0,20.0,1307.8079999999998
N016,RN,2025-01-21,23,Evening,8.0,20.0,1587.84
N020,SoSu,2025-01-21,23,Evening,8.0,20.0,1284.768
N023,RN,2025-01-21,23,Evening,8.0,20.0,1741.5359999999998
N001,SoSu,2025-01-21,23,Night,8.0,32.8125,1545.5125
N013,RN,2025-01-21,23,Night,8.0,32.8125,2069.6437499999997
N029,RN,2025-01-21,23,Night,8.0,32.8125,1718.0624999999998
N009,SoSu,2025-01-22,24,Day,8.0,0.0,1201.92
N019,RN,2025-01-22,24,Day,8.0,0.0,1537.28
N024,SoSu,2025-01-22,24,Day,8.0,0.0,1134.08
N025,RN,2025-01-22,24,Day,8.0,0.0,1463.6
N026,RN,2025-01-22,24,Day,8.0,0.0,1632.0
N027,SoSu,2025-01-22,24,Day,8.0,0.0,1270.4
N028,RN,2025-01-22,24,Day,8.0,0.0,1458.72
N030,RN,2025-01-22,24,Day,8.0,0.0,1461.2
N004,SoSu,2025-01-22,24,Evening,8.0,20.0,1317.024
N016,RN,2025-01-22,24,Evening,8.0,20.0,1587.84
N020,SoSu,2025-01-22,24,Evening,8.0,20.0,1284.768
N022,RN,2025-01-22,24,Evening,8.0,20.0,1564.128
N023,RN,2025-01-22,24,Evening,8.0,20.0,1741.5359999999998
N001,SoSu,2025-01-22,24,Night,8.0,32.8125,1545.5125
N010,RN,2025-01-22,24,Night,8.0,32.8125,2125.53125
N018,RN,2025-01-22,24,Night,8.0,32.8125,1855.55
N008,SoSu,2025-01-23,25,Day,8.0,0.0,1196.48
N009,SoSu,2025-01-23,25,Day,8.0,0.0,1201.92
N013,RN,2025-01-23,25,Day,8.0,0.0,1558.32
N019,RN,2025-01-23,25,Day,8.0,0.0,1537.28
N021,RN,2025-01-23,25,Day,8.0,0.0,1477.68
N027,SoSu,2025-01-23,25,Day,8.0,0.0,1270.4
N028,RN,2025-01-23,25,Day,8.0,0.0,1458.72
N030,RN,2025-01-23,25,Day,8.0,0.0,1461.2
N007,RN,2025-01-23,25,Evening,8.0,20.0,1581.888
N012,SoSu,2025-01-23,25,Evening,8.0,20.0,1307.8079999999998
N017,RN,2025-01-23,25,Evening,8.0,20.0,1605.6
N020,SoSu,2025-01-23,25,Evening,8.0,20.0,1284.768
N023,RN,2025-01-23,25,Evening,8.0,20.0,1741.5359999999998
N003,RN,2025-01-23,25,Night,8.0,32.8125,1822.825
N022,RN,2025-01-23,25,Night,8.0,32.8125,1731.1312500000001
N024,SoSu,2025-01-23,25,Night,8.0,32.8125,1506.1999999999998
N008,SoSu,2025-01-24,26,Day,8.0,0.0,1196.48
N009,SoSu,2025-01-24,26,Day,8.0,0.0,1201.92
N013,RN,2025-01-24,26,Day,8.0,0.0,1558.32
N019,RN,2025-01-24,26,Day,8.0,0.0,1537.28
N025,RN,2025-01-24,26,Day,8.0,0.0,1463.6
N026,RN,2025-01-24,26,Day,8.0,0.0,1632.0
N027,SoSu,2025-01-24,26,Day,8.0,0.0,1270.4
N030,RN,2025-01-24,26,Day,8.0,0.0,1461.2
N004,SoSu,2025-01-24,26,Evening,8.0,20.0,1317.024
N016,RN,2025-01-24,26,Evening,8.0,20.0,1587.84
N017,RN,2025-01-24,26,Evening,8.0,20.0,1605.6
N020,SoSu,2025-01-24,26,Evening,8.0,20.0,1284.768
N023,RN,2025-01-24,26,Evening,8.0,20.0,1741.5359999999998
N001,SoSu,2025-01-24,26,Night,8.0,32.8125,1545.5125
N010,RN,2025-01-24,26,Night,8.0,32.8125,2125.53125
N021,RN,2025-01-24,26,Night,8.0,32.8125,1962.54375
N002,RN,2025-01-25,27,Day,8.0,47.0,2111.7432
N003,RN,2025-01-25,27,Day,8.0,47.0,2017.5456
